yyyy,PerNo,PerStatus,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,最高學歷,畢業學校類別,畢業科系類別,眷屬量,通勤成本,歸屬部門
2014,4051,0,1,2,3,20,4,0,0,0,0,0,24,3,1,0,6,0,0,1,7,1,0,2,2,4,0,0,7,1,5,7,1,4,10,1,6,3,5,7,2,,9,2,8,20208
2015,4051,0,1,2,2,20,2,0,0,0,0,0,23,3,5,1,11,0,0,1,4,0,1,1,5,6,0,0,6,1,6,4,1,4,11,1,6,3,5,7,2,,9,2,8,20208
2016,4051,0,1,2,2,20,2,0,0,0,0,0,23,3,5,0,11,0,0,1,2,0,0,1,3,3,0,0,4,2,4,3,1,4,11,1,6,3,5,7,2,,9,2,8,20208
2017,4051,0,1,2,2,20,2,0,0,0,0,0,24,2,5,1,11,0,0,1,1,0,0,1,0,3,0,0,5,1,7,3,1,4,11,1,6,3,5,7,2,,9,2,8,20208
2014,4053,0,0,1,4,17,1,0,0,1,0,0,23,2,5,0,6,0,0,2,11,0,0,4,1,6,0,0,3,1,3,1,1,2,9,1,4,4,1,1,,,9,2,8,17068
2015,4053,0,0,1,4,17,1,0,0,1,0,0,23,2,5,0,6,0,0,6,10,0,0,5,1,7,0,0,2,1,2,1,10,2,9,1,5,4,1,1,,,9,2,8,17068
2016,4053,0,0,1,4,19,1,0,0,1,0,0,23,3,5,0,6,3,0,3,8,0,0,5,3,6,0,0,2,0,2,1,10,2,9,1,5,5,1,1,,,9,1,8,19166
2017,4053,0,0,1,4,19,1,0,0,1,0,0,23,2,5,0,6,6,0,2,6,1,0,5,2,6,0,0,3,1,4,1,7,4,10,1,5,5,1,1,,,9,1,8,19166
2014,4055,0,1,1,4,20,1,0,0,0,0,1,23,1,5,0,6,0,0,2,9,1,0,2,4,6,0,0,0,0,0,1,7,2,6,1,2,2,1,0,,4,5,1,8,20037
2015,4055,0,1,1,4,20,1,0,0,0,0,1,23,2,5,0,6,0,0,2,6,0,0,3,2,6,0,0,1,1,0,1,5,2,6,1,2,2,1,0,,4,5,1,8,20037
2016,4055,0,1,1,4,20,1,0,0,0,0,1,23,2,5,0,6,0,0,2,7,0,0,3,2,6,0,0,1,1,1,2,2,2,6,1,2,2,1,0,,4,5,1,8,20037
2017,4055,0,1,1,4,20,1,0,0,0,0,1,22,1,5,0,6,0,2,1,7,1,0,3,1,8,0,0,1,1,1,2,4,5,7,1,2,2,1,0,,4,5,1,8,20037
2014,4056,0,1,1,3,20,1,0,0,0,0,1,23,1,5,0,6,0,0,0,5,0,0,2,4,7,0,0,1,0,0,1,3,2,6,1,3,3,0,0,2,4,5,0,8,20054
2015,4056,0,1,1,3,20,1,0,0,0,0,1,22,2,5,0,6,0,0,1,5,0,0,2,4,9,0,0,1,0,0,1,5,2,6,1,3,3,0,0,2,4,5,0,8,20089
2016,4056,0,1,1,3,20,1,0,0,0,0,1,23,3,5,2,6,0,0,1,4,0,0,2,4,7,0,0,1,1,0,2,7,4,6,1,3,3,0,0,2,4,5,0,8,20089
2017,4056,0,1,1,3,20,1,0,0,0,0,1,23,2,5,1,6,0,0,1,7,0,0,2,1,5,0,0,1,1,0,2,1,5,7,1,4,4,0,0,2,4,5,0,8,20089
2014,4061,0,1,1,3,8,1,0,0,0,0,0,23,3,5,1,6,0,0,1,13,0,0,1,2,6,0,0,1,1,1,2,4,5,9,1,3,3,0,0,,4,8,3,9,8157
2015,4061,0,1,1,3,8,1,0,0,0,0,0,23,4,5,4,6,1,2,2,13,0,0,1,4,6,0,0,1,1,0,2,9,5,9,1,3,3,0,0,,4,8,3,9,8157
2016,4061,0,1,1,3,8,1,0,0,0,0,0,23,3,1,2,6,1,1,1,10,0,0,2,3,6,0,0,1,1,0,2,9,5,9,1,4,4,0,0,,4,8,3,9,8157
2017,4061,1,1,1,3,8,1,0,0,0,0,0,23,3,5,2,6,0,1,1,11,0,0,2,3,6,0,0,1,1,1,2,10,5,10,1,4,4,0,0,,4,8,3,8,8157
2014,4065,0,0,2,4,20,1,0,0,0,0,0,23,1,5,1,6,0,0,2,2,0,1,1,2,6,0,0,0,0,0,5,4,2,7,1,3,2,3,1,,3,4,2,8,20082
2016,4065,0,0,2,4,20,1,0,0,0,0,0,17,2,5,0,6,0,0,3,1,0,0,1,2,9,0,0,1,0,0,10,8,5,8,1,4,3,3,1,2,1,9,2,8,20082
2017,4065,0,0,2,4,20,1,0,0,0,0,0,16,1,5,0,6,0,0,3,0,0,0,2,2,7,0,0,1,0,0,10,4,5,8,1,4,3,3,1,2,1,9,2,8,20082
2015,4067,0,1,1,4,20,1,0,0,0,0,1,24,2,5,0,6,1,2,4,10,0,0,1,2,6,0,0,0,1,0,1,7,5,4,2,1,1,0,0,,4,6,1,13,20019
2016,4067,0,1,1,3,20,1,0,0,0,0,1,23,2,5,0,6,0,0,2,20,0,1,1,2,6,0,0,1,1,0,1,9,2,4,2,1,1,0,0,,4,6,1,8,20019
2017,4067,0,1,1,3,20,1,0,0,0,0,1,23,1,5,0,6,0,2,1,26,0,0,1,5,7,0,0,1,1,3,1,5,2,5,2,1,1,0,0,,4,6,1,8,20019
2014,4072,0,1,1,4,8,6,0,0,0,0,1,23,1,5,0,6,0,2,5,10,0,0,4,2,6,0,0,1,1,0,2,1,5,7,1,3,3,0,0,,4,8,2,9,8038
2015,4072,0,1,1,4,8,6,0,0,0,0,1,23,2,5,2,6,1,2,1,6,0,0,4,1,6,0,0,1,1,0,6,1,5,8,1,3,3,0,0,,4,8,2,9,8074
2016,4072,0,1,1,4,8,6,0,0,0,0,1,23,2,5,1,6,0,2,1,6,0,0,5,2,6,0,0,1,1,0,6,1,5,8,1,3,3,0,0,,4,8,2,9,8181
2017,4072,0,1,1,4,8,6,0,0,0,0,1,23,3,5,2,6,0,2,1,6,0,0,5,4,7,0,0,1,1,0,6,1,5,8,1,4,4,0,0,,4,8,2,9,8181
2014,4075,0,1,1,4,20,1,0,0,0,0,0,23,2,5,0,6,0,0,1,3,0,1,1,4,6,0,0,3,0,3,5,6,2,6,2,2,2,1,0,2,,5,1,8,20208
2015,4075,0,1,1,4,20,1,0,0,0,0,0,22,3,5,0,6,1,0,0,1,0,0,1,2,6,0,0,2,0,2,5,7,2,6,2,2,2,1,0,2,,5,1,8,20208
2016,4075,0,1,1,4,20,1,0,0,0,0,0,22,2,5,1,6,0,0,1,1,0,0,1,5,6,0,0,1,0,1,10,5,2,7,2,3,2,1,0,2,,5,1,8,20208
2017,4075,0,1,1,4,20,1,0,0,0,0,0,23,3,5,3,6,0,0,1,1,0,0,2,4,6,0,0,6,0,3,10,7,5,7,2,3,3,1,0,2,,5,2,8,20208
2014,4076,0,1,1,7,14,1,0,0,0,1,0,23,2,3,12,6,0,0,1,6,0,0,2,3,6,0,0,3,1,4,10,10,5,6,1,2,2,1,1,2,1,7,0,6,14077
2015,4076,0,1,1,4,14,1,0,0,0,1,0,23,1,5,15,11,0,0,0,5,0,1,1,1,6,0,0,3,2,4,10,4,5,6,1,2,2,1,1,2,1,7,0,9,14077
2016,4076,0,1,1,4,14,1,0,0,0,1,0,22,1,3,15,11,0,0,1,3,0,0,1,2,7,0,0,2,2,2,10,7,5,7,1,2,2,1,1,2,1,7,0,9,14077
2017,4076,0,1,1,4,14,1,0,0,0,1,0,23,1,3,15,11,0,0,0,2,0,0,1,2,5,0,0,2,2,4,10,10,5,7,1,3,2,1,1,2,1,7,1,9,14077
2014,4078,0,1,1,4,8,1,0,0,0,0,0,22,3,5,2,6,4,0,2,4,0,0,2,1,5,0,0,3,0,2,1,1,5,6,1,3,2,1,2,,4,3,2,8,8142
2015,4078,0,1,1,4,8,1,0,0,0,0,0,23,4,5,0,6,1,0,1,0,1,0,2,3,4,0,0,3,0,1,1,1,4,6,1,3,2,1,2,,4,3,2,8,8142
2016,4078,0,1,1,4,8,1,0,0,0,0,0,22,2,1,1,6,2,1,1,1,1,0,2,2,5,0,0,3,1,2,1,1,4,7,1,3,2,1,2,,4,3,1,8,8142
2017,4078,0,1,1,4,8,1,0,0,0,0,0,23,2,5,4,6,0,0,0,6,1,0,3,1,5,0,0,2,0,3,1,1,4,7,1,3,3,1,2,,4,3,1,8,8142
2014,4080,0,0,1,7,8,1,0,0,0,0,0,14,1,5,0,6,0,0,1,1,0,0,2,5,6,0,0,1,0,1,5,1,2,3,1,2,2,0,0,2,,8,0,8,8107
2015,4080,0,0,1,7,8,1,0,0,0,0,0,18,2,5,0,6,0,0,6,1,0,0,3,2,7,0,0,1,0,1,5,9,5,4,1,2,2,0,0,2,,8,0,8,8018
2016,4080,0,0,1,7,8,1,0,0,0,0,0,17,1,5,1,6,0,0,5,0,0,0,3,3,6,0,0,1,0,4,10,1,5,4,1,2,2,0,0,2,,8,0,8,8018
2017,4080,0,0,1,7,8,1,0,0,0,0,0,23,1,5,1,6,0,0,4,0,0,0,3,3,6,0,0,1,0,4,10,1,5,4,1,2,2,0,0,2,,8,0,8,8018
2014,4081,0,0,1,7,2,1,0,0,0,0,0,22,2,5,2,6,0,2,2,7,1,0,3,2,6,0,0,1,1,0,5,9,5,4,2,2,2,1,1,2,3,2,1,8,2197
2015,4081,0,0,1,7,2,1,0,0,0,0,0,23,2,5,0,6,1,0,1,5,1,0,3,3,6,0,0,1,0,0,10,1,5,5,2,3,2,1,1,2,3,2,1,8,2197
2016,4081,0,0,1,7,2,1,0,0,0,0,0,23,1,5,0,6,0,0,2,5,1,0,3,3,6,0,0,1,0,0,10,9,5,5,2,3,2,1,1,2,3,2,1,8,2197
2017,4081,0,0,1,7,2,1,0,0,0,0,0,23,1,5,0,6,0,0,2,4,1,0,4,2,6,0,0,0,0,0,10,1,5,5,2,3,3,1,1,2,3,2,1,8,2149
2014,4084,0,1,1,3,20,5,0,0,0,0,1,22,3,1,1,6,0,0,7,8,0,1,1,4,7,0,0,2,1,2,10,8,4,5,2,2,2,0,0,2,4,5,0,8,20089
2015,4084,0,1,1,3,20,5,0,0,0,0,1,22,3,1,1,6,0,0,4,6,1,0,1,4,10,0,0,1,0,1,1,9,4,5,2,2,2,0,0,2,4,5,0,8,20089
2016,4084,0,1,1,3,20,6,0,0,0,0,1,21,3,1,1,6,0,0,2,4,1,0,1,8,10,0,0,1,0,1,1,1,4,5,2,3,3,0,0,2,4,5,0,8,20089
2017,4084,0,1,1,3,20,6,0,0,0,0,1,17,1,1,1,6,0,0,1,3,1,0,2,8,11,8,8,2,1,3,2,1,4,6,2,3,3,0,0,2,4,5,0,8,20089
2014,4085,1,1,1,7,16,1,0,0,0,0,0,24,4,5,9,5,1,0,1,1,1,0,1,2,5,0,0,1,0,1,5,1,2,4,2,2,1,1,2,2,3,3,0,8,16086
2014,4089,0,0,2,3,13,4,0,0,0,0,0,23,1,1,9,1,0,0,1,3,2,0,2,3,6,0,0,2,0,3,7,9,5,11,1,6,6,1,1,2,3,9,2,9,13065
2015,4089,0,0,2,3,11,4,0,0,0,0,0,23,2,1,10,1,0,0,1,3,2,0,2,5,6,0,0,2,0,4,7,1,5,11,1,6,6,1,1,2,3,9,2,9,11182
2016,4089,0,0,2,3,11,4,0,0,0,0,0,23,1,1,15,4,0,0,1,1,2,0,2,3,6,0,0,3,0,9,7,10,4,11,1,6,6,1,1,2,3,9,2,7,11063
2017,4089,0,0,2,3,11,4,0,0,0,0,0,23,1,1,13,4,0,0,1,0,1,0,3,2,6,0,0,2,1,8,4,1,5,12,1,7,6,1,1,2,3,9,2,7,11063
2014,4090,0,0,1,4,8,1,0,0,0,0,0,22,2,1,0,6,2,0,1,10,0,0,2,3,7,0,0,2,0,2,1,1,5,5,1,2,1,1,1,,4,3,0,8,8142
2015,4090,0,0,1,4,8,1,0,0,0,0,0,23,3,1,0,6,5,0,1,12,0,0,2,4,6,0,0,2,0,2,1,1,5,6,1,2,2,1,1,,4,3,0,8,8142
2016,4090,0,0,1,4,8,1,0,0,0,0,0,22,2,1,0,6,1,0,1,10,0,0,3,7,9,0,0,2,0,2,2,1,2,6,1,2,2,1,1,,4,3,0,8,8142
2017,4090,0,0,1,4,8,1,0,0,0,0,0,22,1,1,0,6,2,0,1,5,0,0,3,4,8,0,0,2,0,3,2,1,5,6,1,3,2,1,1,,4,3,0,8,8142
2014,4091,0,0,1,4,20,4,0,0,0,0,0,23,1,5,0,6,0,0,0,8,0,0,2,1,7,0,0,0,0,0,2,6,2,8,1,4,1,5,0,2,4,6,2,8,20069
2015,4091,0,0,1,4,20,1,0,0,0,0,0,23,1,5,0,6,0,0,1,5,0,0,2,0,6,0,0,0,0,0,2,2,5,8,1,4,1,5,0,2,4,6,2,8,20069
2016,4091,0,0,1,4,20,1,0,0,0,0,0,23,1,5,1,6,0,0,1,3,0,0,2,2,6,0,0,0,0,0,2,4,5,8,1,5,2,5,0,2,4,6,2,8,20069
2017,4091,0,0,1,4,20,1,0,0,0,0,0,23,1,5,0,6,0,0,1,0,0,0,3,2,7,0,0,0,0,0,2,4,5,9,1,5,2,5,0,2,4,6,2,8,20069
2017,4092,0,0,1,4,19,4,0,0,0,0,0,22,2,5,0,6,1,0,4,1,0,0,1,1,6,0,0,1,0,0,1,4,5,7,1,3,1,5,1,2,,6,2,8,19043
2014,4094,0,1,1,7,20,1,0,0,0,0,0,23,1,1,0,6,0,2,3,7,0,0,2,4,7,0,0,1,1,0,5,3,4,4,2,1,1,0,1,2,4,6,0,8,20130
2015,4094,0,1,1,4,20,1,0,0,0,0,0,23,1,1,0,6,0,3,3,14,0,1,1,4,7,0,0,0,1,0,10,9,4,5,2,1,1,0,1,2,4,6,0,8,20130
2016,4094,0,1,1,4,20,1,0,0,0,0,0,23,2,5,0,6,0,2,4,21,0,0,1,4,6,0,0,1,1,0,1,1,4,5,2,2,2,0,1,2,4,6,0,8,20130
2017,4094,0,1,1,4,20,1,0,0,0,0,0,21,2,5,2,6,0,0,1,20,0,0,1,3,7,0,0,1,0,0,1,1,5,5,2,2,2,0,1,2,4,6,0,8,20130
2014,4095,1,1,1,4,6,1,0,0,0,0,1,24,1,5,0,6,5,0,2,3,1,0,1,1,6,0,0,1,0,0,1,5,5,4,2,1,1,0,0,,3,5,0,8,6167
2014,4096,0,1,1,3,10,4,0,0,0,0,0,24,2,5,0,6,0,0,3,26,6,0,2,2,4,0,0,1,0,0,2,1,5,7,1,3,3,0,0,2,4,8,1,10,10008
2015,4096,0,1,1,3,10,4,0,0,0,0,0,23,3,5,6,6,0,0,4,19,5,0,2,4,5,0,0,1,0,0,2,8,5,7,1,4,4,0,0,2,4,8,1,10,10008
2016,4096,0,1,1,3,10,4,0,0,0,0,0,23,3,5,3,6,0,0,2,10,3,0,2,6,6,0,0,1,0,0,6,10,5,8,1,4,4,0,0,2,4,8,1,10,10008
2017,4096,0,1,1,3,10,6,0,0,0,0,0,23,3,5,6,6,0,2,3,6,4,0,3,1,6,0,0,1,1,0,6,1,5,8,1,4,4,0,0,2,4,8,1,10,10008
2014,4097,0,1,1,4,8,1,0,0,0,1,0,22,2,1,1,6,0,0,3,15,1,0,3,6,9,0,0,0,0,0,1,1,5,7,2,3,3,0,0,2,4,8,0,8,8038
2015,4097,0,1,1,4,8,1,0,0,0,1,0,22,2,1,1,6,0,0,1,20,1,0,4,2,8,0,0,0,1,0,1,9,5,7,1,4,4,0,0,2,4,8,0,8,8038
2016,4097,0,1,1,4,8,1,0,0,0,1,0,21,1,1,0,6,0,0,1,20,1,0,4,5,11,0,0,1,0,0,1,1,4,8,1,4,4,0,0,2,4,8,0,8,8181
2017,4097,0,1,1,4,8,1,0,0,0,1,0,22,2,1,1,6,0,0,1,14,0,0,4,2,9,0,0,1,1,0,2,1,5,8,1,4,4,0,0,2,4,8,0,8,8181
2014,4098,0,0,2,3,17,2,0,0,0,0,0,19,2,1,0,6,5,0,1,1,0,0,1,2,7,0,0,1,0,0,7,1,5,11,1,6,6,1,1,2,4,9,1,8,17093
2015,4098,0,0,2,2,17,3,0,0,0,0,0,21,3,1,0,6,4,2,1,2,0,1,1,4,6,0,0,1,1,0,7,1,5,11,1,6,6,1,1,2,4,9,2,8,17093
2016,4098,0,0,2,2,17,3,0,0,0,0,0,16,4,1,1,6,4,6,1,1,0,0,1,3,8,0,0,1,1,1,4,1,4,11,1,6,6,1,1,2,4,9,2,8,17093
2017,4098,0,0,2,2,17,3,0,0,0,0,0,21,3,1,2,6,5,0,6,1,1,0,1,3,10,0,0,2,0,2,4,1,5,12,1,6,6,1,1,2,4,9,2,8,17093
2014,4099,0,1,1,3,13,1,0,0,0,0,1,23,2,1,0,6,0,0,1,13,0,0,2,4,6,0,0,2,0,2,6,4,5,11,1,6,6,0,0,2,3,3,2,8,13049
2015,4099,0,1,1,3,13,1,0,0,0,0,1,23,2,1,2,6,0,2,1,8,1,0,2,4,6,0,0,2,1,3,6,1,5,11,1,6,6,0,0,2,3,3,2,8,13049
2016,4099,0,1,1,3,13,1,0,0,0,0,1,23,3,5,0,6,0,2,1,8,1,0,2,3,6,0,0,2,1,2,6,9,5,11,1,7,7,0,0,2,3,3,1,8,13049
2017,4099,0,1,1,3,13,1,0,0,0,0,1,23,2,1,0,6,0,0,1,6,1,0,2,2,6,0,0,2,0,2,6,9,2,12,1,7,7,0,0,2,3,3,1,8,13049
2016,4101,0,1,1,4,19,4,0,1,0,0,0,23,1,5,0,6,0,0,4,15,3,1,1,1,6,0,0,1,0,3,1,1,4,4,2,1,1,1,1,2,4,3,0,11,19035
2017,4101,0,1,1,4,19,1,0,1,0,0,0,23,2,5,0,6,0,0,3,21,4,0,1,6,7,0,0,1,0,1,1,1,4,4,2,2,1,1,1,2,4,3,1,11,19035
2014,4103,0,1,1,4,14,1,0,0,0,0,0,23,2,5,15,6,0,0,1,3,0,0,1,3,6,0,0,2,0,2,10,10,2,5,2,2,2,0,0,2,,7,1,12,14077
2015,4103,0,1,1,4,14,1,0,0,0,0,0,23,2,1,14,6,0,0,1,3,0,0,2,6,6,0,0,4,0,3,10,1,5,5,2,3,3,0,0,2,,7,1,12,14077
2016,4103,0,1,1,4,14,1,0,0,0,0,0,23,2,1,14,6,1,0,1,2,0,0,2,6,6,0,0,3,0,2,10,1,5,6,2,3,3,0,0,2,,7,1,12,14077
2017,4103,0,1,1,4,14,1,0,0,0,0,0,23,2,1,13,6,0,0,1,2,0,0,2,4,6,0,0,4,0,3,10,10,4,6,2,3,3,0,0,2,,7,1,12,14077
2016,4104,0,1,1,3,9,1,0,0,0,0,1,23,4,5,1,2,0,0,1,19,1,1,1,3,6,0,0,2,0,1,1,9,4,5,1,3,3,0,0,2,,3,0,5,9044
2017,4104,0,1,1,3,9,1,0,0,0,0,1,23,4,5,1,2,2,0,2,12,3,0,1,4,6,0,0,2,0,1,1,1,4,6,1,3,3,0,0,2,,3,0,8,9044
2017,4107,0,1,1,7,4,1,0,0,0,0,0,24,2,5,3,6,2,0,2,1,2,0,1,0,5,0,0,1,0,1,5,8,5,5,1,2,1,2,1,2,4,6,1,8,4045
2014,4108,0,1,1,2,4,4,0,0,0,0,0,23,2,5,3,6,0,0,1,13,1,0,2,6,6,0,0,2,0,2,7,5,2,11,1,6,4,3,1,,4,3,1,8,4125
2015,4108,0,1,1,2,4,4,0,0,0,0,0,23,3,5,1,6,0,0,1,7,1,0,2,6,6,0,0,3,0,2,7,7,2,12,1,6,4,3,1,,4,3,1,8,4125
2016,4108,0,1,1,2,4,4,0,0,0,0,0,23,3,5,1,6,0,0,0,8,0,0,2,6,6,0,0,4,0,2,4,4,2,12,1,6,5,3,1,,4,3,1,8,4125
2017,4108,0,1,1,2,4,4,0,0,0,0,0,23,4,1,4,6,0,0,1,5,0,0,2,1,4,0,0,5,0,3,4,4,2,12,1,6,5,3,1,,4,3,1,8,4125
2015,4111,0,1,1,7,20,1,0,0,0,0,0,23,2,5,1,3,0,0,1,5,0,0,3,3,6,0,0,1,0,0,5,7,2,7,1,3,2,2,1,2,4,5,0,8,20017
2016,4111,0,1,1,4,20,1,0,0,0,0,0,23,2,5,1,3,0,0,1,4,0,1,1,2,6,0,0,1,0,1,10,10,2,7,1,4,3,2,1,2,4,5,0,8,20017
2017,4111,0,1,1,4,20,1,0,0,0,0,0,23,2,5,2,3,0,0,1,3,0,0,1,1,6,0,0,1,0,0,10,8,2,8,1,4,3,2,1,2,4,5,0,8,20017
2014,4113,0,0,1,4,17,1,0,0,0,0,0,22,3,5,0,6,3,1,2,6,0,1,1,2,8,0,0,2,1,3,10,1,5,4,2,2,1,2,2,2,4,2,0,8,17112
2015,4113,0,0,1,4,17,1,0,0,0,0,0,23,3,1,0,6,1,0,4,6,0,0,1,1,7,0,0,2,1,2,10,1,4,4,2,2,2,2,2,2,4,2,0,8,17112
2016,4113,0,0,1,4,17,1,0,0,0,0,0,22,3,5,2,6,0,0,3,3,1,0,1,4,7,0,0,3,1,2,10,1,5,5,2,3,2,2,2,2,4,2,0,8,17112
2017,4113,1,0,1,4,17,1,0,0,0,0,0,23,3,5,1,6,0,2,7,3,1,0,2,3,7,0,0,4,1,2,10,1,5,5,2,3,2,2,2,2,4,2,0,8,17112
2014,4114,0,1,1,4,8,1,0,0,0,0,0,23,1,5,0,6,1,0,5,1,0,0,2,5,8,0,0,1,0,0,5,2,2,8,1,4,4,1,1,2,4,3,2,10,8038
2015,4114,0,1,1,4,8,1,0,0,0,0,0,22,2,5,1,6,3,0,3,1,0,0,3,6,9,0,0,1,0,0,5,7,2,8,1,4,4,1,1,2,4,3,2,10,8074
2016,4114,0,1,1,4,8,1,0,0,0,0,0,22,2,5,1,6,1,0,3,1,0,0,3,4,7,0,0,1,0,0,10,8,2,9,1,4,4,1,1,2,4,3,2,10,8181
2017,4114,0,1,1,4,8,1,0,0,0,0,0,22,2,5,1,6,1,0,3,2,0,0,3,4,8,0,0,1,0,0,10,4,2,9,1,4,4,1,1,2,4,3,2,10,8181
2014,4116,0,1,1,4,14,1,0,0,0,0,1,22,2,5,0,6,3,0,2,10,0,0,2,5,10,0,0,2,0,9,1,6,2,5,1,2,2,0,0,,4,3,0,8,14040
2015,4116,0,1,1,4,14,1,0,0,0,0,1,22,1,5,0,6,2,2,3,13,0,0,2,4,11,0,0,2,1,6,1,6,2,5,1,2,2,0,0,,4,3,0,8,14040
2016,4116,0,1,1,4,14,1,0,0,0,0,1,22,2,1,0,6,2,0,1,13,1,0,3,3,8,0,0,2,0,3,1,2,2,5,1,2,2,0,0,,4,3,0,8,14040
2017,4116,0,1,1,4,14,1,0,0,0,0,1,22,2,5,0,6,5,0,2,9,1,0,3,4,10,0,0,3,0,4,1,2,2,6,1,2,2,0,0,,4,3,0,8,14195
2014,4126,0,1,1,4,14,1,0,0,0,0,0,23,1,5,0,6,0,0,1,6,1,0,6,1,6,0,0,2,0,4,1,1,5,10,1,5,5,1,1,2,3,3,2,8,14195
2015,4126,0,1,1,4,14,1,0,0,0,0,0,22,2,5,1,6,0,0,0,5,0,0,6,2,6,0,0,3,0,5,1,8,5,11,1,5,5,1,1,2,3,3,1,8,14195
2016,4126,0,1,1,4,14,1,0,0,0,0,0,23,1,5,0,6,0,0,2,4,0,0,6,3,6,0,0,2,0,7,1,10,5,11,1,6,5,1,1,2,3,3,1,8,14195
2017,4126,0,1,1,4,14,1,0,0,0,0,0,23,1,5,0,6,0,0,1,2,0,0,6,1,7,0,0,2,0,5,1,10,5,11,1,6,5,1,1,2,3,3,1,8,14195
2017,4127,0,1,1,2,8,4,0,0,0,0,0,23,3,5,0,6,0,0,1,0,0,0,1,0,7,0,0,3,0,2,3,1,2,12,1,7,1,9,2,2,3,8,0,8,8107
2014,4128,0,0,2,7,14,1,0,0,0,0,0,21,2,5,0,6,0,0,2,0,0,0,5,4,6,0,0,0,0,0,5,5,2,12,1,7,6,2,2,3,3,8,0,8,14193
2015,4128,0,0,2,7,14,1,0,0,0,0,0,22,1,5,0,6,0,0,1,0,0,0,5,5,6,0,0,1,0,0,5,6,2,12,1,7,6,2,2,3,3,8,0,8,14193
2016,4128,0,0,2,7,14,1,0,0,0,0,0,23,2,5,0,6,0,0,2,0,0,0,6,4,6,0,0,1,0,0,5,6,2,12,1,7,6,2,2,3,3,8,0,8,14193
2017,4128,1,0,2,7,14,1,0,0,0,0,0,22,2,5,0,6,0,0,2,0,0,0,6,1,10,0,0,0,0,0,5,2,2,13,1,7,6,2,2,3,3,8,0,8,14193
2017,4129,0,1,1,4,13,4,0,0,0,0,0,24,1,1,0,11,0,0,1,0,0,0,1,2,5,0,0,6,1,14,1,1,5,7,1,4,1,5,2,2,4,9,2,11,13151
2014,4131,0,1,1,4,20,1,0,0,1,0,0,24,2,5,0,6,4,0,3,15,0,0,1,4,5,0,0,1,1,0,10,1,4,6,1,3,2,2,2,2,4,6,0,8,20127
2015,4131,0,1,1,3,20,1,0,0,1,0,0,23,2,5,0,6,1,0,2,19,0,1,1,4,6,0,0,1,2,0,1,10,4,6,1,3,2,2,2,,4,5,1,8,20127
2016,4131,0,1,1,3,20,1,0,0,1,0,0,23,2,5,0,6,0,0,4,21,0,0,1,4,6,0,0,1,2,0,1,8,4,6,1,3,3,2,2,,4,5,0,8,20127
2017,4131,0,1,1,3,20,1,0,0,1,0,0,23,2,5,0,6,0,0,4,15,0,0,1,4,6,0,0,1,0,0,2,8,2,7,1,4,3,2,2,,4,5,0,8,20019
2014,4134,0,1,1,4,20,1,0,0,1,0,0,23,1,5,0,6,4,0,3,12,0,0,1,4,6,0,0,1,0,2,10,7,4,8,1,3,2,1,1,2,1,5,1,8,20054
2015,4134,0,1,1,4,20,1,0,0,1,0,0,23,1,5,0,6,0,0,1,8,0,0,2,3,6,0,0,1,0,0,1,9,4,8,1,3,2,1,1,2,1,5,1,8,20123
2016,4134,0,1,1,4,20,4,0,0,1,0,0,23,1,5,0,6,0,0,2,6,0,0,2,2,5,0,0,1,0,0,1,1,5,8,1,3,3,1,1,2,1,5,1,8,20123
2017,4134,0,1,1,4,20,4,0,0,1,0,0,23,1,5,0,6,0,0,1,5,0,0,2,3,7,0,0,1,0,1,1,1,5,9,1,3,3,1,1,2,1,5,1,8,20054
2014,4138,0,1,1,3,14,1,0,0,0,0,0,23,3,1,3,6,0,1,1,9,0,0,2,3,7,0,0,3,1,2,4,7,2,12,1,5,5,1,1,,5,7,1,6,14048
2015,4138,0,1,1,3,14,1,0,0,0,0,0,23,3,1,3,6,0,0,1,9,0,0,2,2,6,0,0,3,0,2,4,7,5,12,1,5,5,1,1,,5,7,1,6,14048
2016,4138,0,1,1,3,14,1,0,0,0,0,0,23,3,1,2,6,0,0,1,6,0,0,2,2,6,0,0,2,0,2,4,10,5,12,1,5,5,1,1,,5,7,1,6,14048
2017,4138,0,1,1,3,14,1,0,0,0,0,0,23,2,1,1,6,0,0,1,3,0,0,2,1,5,0,0,3,0,2,4,10,2,13,1,6,5,1,1,,5,7,1,6,14048
2015,4139,0,1,1,4,20,1,0,0,0,0,1,24,2,5,1,6,1,0,1,7,0,0,1,1,5,0,0,1,1,1,1,7,5,4,1,1,1,0,0,,,5,1,8,20127
2016,4139,0,1,1,4,20,1,0,0,0,0,1,23,2,5,0,6,0,9,1,8,0,0,1,4,5,0,0,2,1,1,1,10,5,4,1,1,1,0,0,,,5,1,8,20127
