yyyy,periodQ,PerNo,加班數,出差數A,出差數B,請假數A,請假數B
2016,2016Q3,5193,0,3,0,2,0
2016,2016Q3,5195,2,1,0,2,0
2016,2016Q3,5197,3,3,0,2,0
2016,2016Q3,5201,0,0,0,1,0
2016,2016Q3,5208,0,2,0,4,0
2016,2016Q3,5209,0,0,0,2,0
2016,2016Q3,5210,0,2,0,2,0
2016,2016Q3,5214,1,0,0,2,0
2016,2016Q3,5217,0,1,0,0,0
2016,2016Q3,5219,0,6,1,2,0
2016,2016Q3,5223,0,2,0,1,0
2016,2016Q3,5225,2,3,1,2,0
2016,2016Q3,5229,3,1,0,2,0
2016,2016Q3,5230,0,0,0,2,0
2016,2016Q3,5231,0,3,0,1,0
2016,2016Q3,5233,3,1,0,3,0
2016,2016Q3,5235,0,1,0,1,0
2016,2016Q3,5236,1,1,0,2,0
2016,2016Q3,5241,1,0,0,2,0
2016,2016Q3,5242,0,3,1,5,0
2016,2016Q3,5246,0,1,0,0,0
2016,2016Q3,5250,2,1,0,2,0
2016,2016Q3,5252,0,0,0,1,0
2016,2016Q3,5253,0,1,0,2,0
2016,2016Q3,5254,1,3,0,3,0
2016,2016Q3,5256,0,0,0,2,0
2016,2016Q3,5259,0,2,0,1,0
2016,2016Q3,5260,0,5,0,4,0
2016,2016Q3,5262,0,2,0,2,0
2016,2016Q3,5264,0,3,0,3,0
2016,2016Q3,5270,6,2,0,4,0
2016,2016Q3,5274,0,2,0,2,3
2016,2016Q3,5277,0,0,0,2,0
2016,2016Q3,5282,5,3,2,2,0
2016,2016Q3,5287,0,4,1,2,0
2016,2016Q3,5289,1,1,0,1,0
2016,2016Q3,5292,1,1,0,1,0
2016,2016Q3,5294,0,0,0,0,0
2016,2016Q3,5297,0,0,0,2,0
2016,2016Q3,5300,0,0,2,5,0
2016,2016Q3,5303,1,0,0,3,0
2016,2016Q3,5306,1,1,0,2,0
2016,2016Q3,5307,0,0,0,2,0
2016,2016Q3,5309,0,0,0,1,0
2016,2016Q3,5311,0,2,0,2,0
2016,2016Q3,5313,0,0,0,0,0
2016,2016Q3,5314,0,1,1,4,0
2016,2016Q3,5315,0,1,0,4,0
2016,2016Q3,5317,0,1,0,3,0
2016,2016Q3,5320,0,0,0,1,0
2016,2016Q3,5322,0,3,0,2,0
2016,2016Q3,5326,0,3,1,1,0
2016,2016Q3,5327,1,1,0,2,0
2016,2016Q3,5330,7,0,0,3,0
2016,2016Q3,5333,0,0,1,1,0
2016,2016Q3,5334,0,0,0,2,0
2016,2016Q3,5335,0,1,0,4,0
2016,2016Q3,5337,0,1,2,1,0
2016,2016Q3,5341,0,4,1,2,0
2016,2016Q3,5342,0,1,0,2,0
2016,2016Q3,5345,1,1,0,2,0
2016,2016Q3,5348,0,0,0,3,0
2016,2016Q3,5350,0,3,1,2,0
2016,2016Q3,5355,0,1,0,3,0
2016,2016Q3,5358,1,1,0,1,0
2016,2016Q3,5360,0,1,0,1,0
2016,2016Q3,5364,0,0,0,2,0
2016,2016Q3,5365,0,4,0,3,0
2016,2016Q3,5367,0,2,1,3,0
2016,2016Q3,5368,3,4,0,1,0
2016,2016Q3,5373,5,1,0,2,0
2016,2016Q3,5374,0,2,0,1,0
2016,2016Q3,5377,1,3,0,1,0
2016,2016Q3,5379,1,4,0,2,0
2016,2016Q3,5382,0,1,0,1,0
2016,2016Q3,5384,0,0,0,3,0
2016,2016Q3,5389,0,2,0,5,0
2016,2016Q3,5390,1,2,2,5,0
2016,2016Q3,5391,1,1,0,3,0
2016,2016Q3,5393,0,1,0,3,0
2016,2016Q3,5394,0,0,0,1,0
2016,2016Q3,5395,1,1,0,1,0
2016,2016Q3,5397,0,2,0,1,0
2016,2016Q3,5404,0,5,0,2,0
2016,2016Q3,5405,5,1,0,1,0
2016,2016Q3,5407,0,1,0,1,0
2016,2016Q3,5408,1,3,0,2,0
2016,2016Q3,5413,1,2,0,4,0
2016,2016Q3,5416,0,1,1,2,0
2016,2016Q3,5419,0,0,0,5,0
2016,2016Q3,5420,1,2,0,2,0
2016,2016Q3,5423,0,0,0,1,0
2016,2016Q3,5425,1,1,0,4,0
2016,2016Q3,5431,0,3,0,3,0
2016,2016Q3,5432,0,2,0,3,0
2016,2016Q3,5439,0,0,0,1,0
2016,2016Q3,5441,1,0,0,1,0
2016,2016Q3,5442,0,0,0,0,0
2016,2016Q3,5443,1,4,0,1,0
2016,2016Q3,5444,0,0,0,3,0
2016,2016Q3,5447,0,0,0,3,0
2016,2016Q3,5448,0,1,0,2,0
2016,2016Q3,5449,0,1,0,2,0
2016,2016Q3,5451,0,1,0,3,0
2016,2016Q3,5453,0,2,0,3,0
2016,2016Q3,5454,0,1,0,1,0
2016,2016Q3,5455,2,6,0,2,0
2016,2016Q3,5457,1,0,0,2,0
2016,2016Q3,5458,0,1,0,1,0
2016,2016Q3,5463,0,0,0,3,0
2016,2016Q3,5466,0,2,0,2,0
2016,2016Q3,5467,0,1,0,5,0
2016,2016Q3,5471,0,1,0,3,15
2016,2016Q3,5472,0,1,0,3,0
2016,2016Q3,5473,0,9,0,1,0
2016,2016Q3,5479,3,1,0,0,0
2016,2016Q3,5480,0,0,0,1,0
2016,2016Q3,5483,5,1,0,2,0
2016,2016Q3,5485,2,2,0,2,0
2016,2016Q3,5486,0,2,0,8,0
2016,2016Q3,5489,10,1,1,2,0
2016,2016Q3,5490,1,0,0,3,0
2016,2016Q3,5495,0,0,0,3,0
2016,2016Q3,5499,2,2,0,3,0
2016,2016Q3,5503,0,1,0,2,0
2016,2016Q3,5505,0,2,0,4,0
2016,2016Q3,5510,1,4,0,0,0
2016,2016Q3,5512,0,1,0,2,0
2016,2016Q3,5513,0,0,0,1,0
2016,2016Q3,5514,0,6,0,4,0
2016,2016Q3,5515,1,1,0,3,0
2016,2016Q3,5520,8,6,0,4,0
2016,2016Q3,5521,0,1,0,4,0
2016,2016Q3,5522,1,1,0,2,0
2016,2016Q3,5525,0,1,0,2,0
2016,2016Q3,5531,0,0,0,3,0
2016,2016Q3,5532,0,0,0,4,0
2016,2016Q3,5535,0,2,0,1,0
2016,2016Q3,5539,0,1,0,1,0
2016,2016Q3,5542,0,1,0,4,0
2016,2016Q3,5545,0,0,0,3,0
2016,2016Q3,5547,0,2,0,2,0
2016,2016Q3,5549,0,1,0,2,0
2016,2016Q3,5551,0,2,0,0,0
2016,2016Q3,5553,0,4,0,3,0
2016,2016Q3,5558,0,3,0,3,0
2016,2016Q3,5559,0,3,0,2,0
2016,2016Q3,5561,1,2,0,2,0
2016,2016Q3,5563,1,0,0,3,0
2016,2016Q3,5565,0,3,0,1,0
2016,2016Q3,5572,0,1,0,1,0
2016,2016Q3,5573,0,5,0,3,0
2016,2016Q3,5574,4,6,0,5,0
2016,2016Q3,5575,0,1,1,3,0
2016,2016Q3,5578,0,5,3,2,0
2016,2016Q3,5581,0,0,0,2,0
2016,2016Q3,5582,0,1,0,3,0
2016,2016Q3,5583,0,4,0,2,0
2016,2016Q3,5589,0,0,0,4,0
2016,2016Q3,5592,0,0,0,2,0
2016,2016Q3,5593,0,2,0,3,0
2016,2016Q3,5597,2,1,0,2,0
2016,2016Q3,5600,0,1,0,1,0
2016,2016Q3,5604,6,2,0,0,0
2016,2016Q3,5605,0,1,0,1,0
2016,2016Q3,5610,0,3,0,2,0
2016,2016Q3,5613,0,5,1,4,0
2016,2016Q3,5614,0,1,0,2,0
2016,2016Q3,5616,0,3,0,2,0
2016,2016Q3,5618,0,0,0,3,0
2016,2016Q3,5619,0,1,0,2,0
2016,2016Q3,5623,0,0,0,3,0
2016,2016Q3,5625,0,1,0,2,0
2016,2016Q3,5627,0,1,0,1,0
2016,2016Q3,5629,0,4,1,3,0
2016,2016Q3,5631,0,1,0,3,0
2016,2016Q3,5632,2,5,2,2,0
2016,2016Q3,5635,0,1,0,5,0
2016,2016Q3,5636,0,1,0,2,0
2016,2016Q3,5642,0,1,0,2,0
2016,2016Q3,5644,0,1,0,4,0
2016,2016Q3,5647,0,4,0,2,0
2016,2016Q3,5651,2,1,0,2,0
2016,2016Q3,5652,0,1,0,1,0
2016,2016Q3,5653,6,4,1,2,0
2016,2016Q3,5658,0,0,0,5,0
2016,2016Q3,5659,0,1,0,1,0
2016,2016Q3,5661,0,0,0,3,0
2016,2016Q3,5662,0,2,0,3,0
2016,2016Q3,5670,0,0,0,0,0
2016,2016Q3,5671,0,0,1,4,0
2016,2016Q3,5673,0,1,1,2,0
2016,2016Q3,5674,0,4,0,2,0
2016,2016Q3,5676,1,2,0,3,0
2016,2016Q3,5677,0,0,0,6,0
2016,2016Q3,5678,0,1,0,4,0
2016,2016Q3,5679,1,4,1,4,0
2016,2016Q3,5685,2,1,0,1,0
2016,2016Q3,5687,0,2,1,2,0
2016,2016Q3,5690,5,2,0,3,0
2016,2016Q3,5691,0,0,0,2,0
2016,2016Q3,5693,0,0,0,3,0
2016,2016Q3,5698,3,1,0,2,0
2016,2016Q3,5699,0,2,0,2,0
2016,2016Q3,5700,0,1,0,1,0
2016,2016Q3,5701,0,1,0,2,0
2016,2016Q3,5707,0,1,0,1,0
2016,2016Q3,5709,0,0,0,5,0
2016,2016Q3,5710,0,1,0,2,0
2016,2016Q3,5711,4,1,0,0,0
2016,2016Q3,5714,0,2,0,2,0
2016,2016Q3,5717,0,1,0,4,0
2016,2016Q3,5720,2,2,1,2,0
2016,2016Q3,5721,7,1,0,4,0
2016,2016Q3,5722,0,1,0,2,0
2016,2016Q3,5725,0,1,2,2,0
2016,2016Q3,5726,0,1,0,2,0
2016,2016Q3,5727,0,1,0,3,0
2016,2016Q3,5729,0,1,0,2,0
2016,2016Q3,5730,0,0,0,5,0
2016,2016Q3,5732,0,0,0,3,0
2016,2016Q3,5734,0,1,0,5,0
2016,2016Q3,5738,0,0,0,0,13
2016,2016Q3,5740,0,1,0,1,0
2016,2016Q3,5741,1,3,0,1,0
2016,2016Q3,5743,0,1,0,2,0
2016,2016Q3,5744,1,0,0,3,0
2016,2016Q3,5746,0,2,0,2,0
2016,2016Q3,5749,0,2,2,0,0
2016,2016Q3,5751,0,1,0,1,0
2016,2016Q3,5756,5,0,0,1,0
2016,2016Q3,5758,0,4,0,0,0
2016,2016Q3,5762,0,1,0,2,0
2016,2016Q3,5764,0,1,0,2,0
2016,2016Q3,5766,1,1,0,3,0
2016,2016Q3,5767,0,1,0,2,0
2016,2016Q3,5773,0,0,0,0,0
2016,2016Q3,5777,0,1,0,3,0
2016,2016Q3,5779,0,6,0,0,0
2016,2016Q3,5781,0,0,0,2,0
2016,2016Q3,5785,0,1,0,2,0
2016,2016Q3,5788,1,1,0,0,0
2016,2016Q3,5792,2,4,0,3,0
2016,2016Q3,5793,3,3,0,4,0
2016,2016Q3,5794,5,0,0,3,0
2016,2016Q3,5797,0,0,0,0,0
2016,2016Q3,5798,0,1,0,6,0
2016,2016Q3,5802,0,1,0,3,0
2016,2016Q3,5806,0,0,0,4,0
2016,2016Q3,5809,2,1,0,3,0
2016,2016Q3,5811,0,1,0,2,0
2016,2016Q3,5814,0,1,0,4,0
2016,2016Q3,5817,0,4,0,1,0
2016,2016Q3,5818,1,2,0,4,0
2016,2016Q3,5823,0,0,0,2,0
2016,2016Q3,5825,1,2,0,2,0
2016,2016Q3,5828,0,4,1,3,0
2016,2016Q3,5829,0,1,0,1,0
2016,2016Q3,5836,2,2,0,1,0
2016,2016Q3,5838,0,3,0,2,0
2016,2016Q3,5839,3,1,0,1,0
2016,2016Q3,5841,0,1,0,5,0
2016,2016Q3,5845,0,1,0,6,0
2016,2016Q3,5849,0,1,0,5,0
2016,2016Q3,5851,0,1,0,5,0
2016,2016Q3,5852,0,1,0,1,0
2016,2016Q3,5853,0,1,0,3,0
2016,2016Q3,5857,1,3,0,0,0
2016,2016Q3,5858,1,1,0,3,0
2016,2016Q3,5860,2,1,0,2,0
2016,2016Q3,5862,0,1,0,3,0
2016,2016Q3,5863,0,0,0,0,0
2016,2016Q3,5864,0,1,0,2,0
2016,2016Q3,5865,0,1,0,2,0
2016,2016Q3,5868,0,1,0,2,0
2016,2016Q3,5871,0,1,0,3,0
2016,2016Q3,5872,1,3,0,4,0
2016,2016Q3,5874,0,1,0,3,0
2016,2016Q3,5875,0,1,0,4,0
2016,2016Q3,5878,6,1,0,1,0
2016,2016Q3,5880,0,2,0,3,0
2016,2016Q3,5881,0,1,0,3,0
2016,2016Q3,5882,1,1,0,1,0
2016,2016Q3,5884,1,2,0,3,0
2016,2016Q3,5886,0,3,0,1,0
2016,2016Q3,5890,1,2,0,3,0
2016,2016Q3,5893,0,0,0,1,0
2016,2016Q3,5894,0,0,0,2,0
2016,2016Q3,5897,0,4,0,0,0
2016,2016Q3,5898,0,1,0,3,0
2016,2016Q3,5899,0,0,0,6,0
2016,2016Q3,5902,0,1,0,2,4
2016,2016Q3,5904,0,3,0,1,0
2016,2016Q3,5905,0,5,0,4,0
2016,2016Q3,5906,0,1,0,1,0
2016,2016Q3,5908,0,0,0,0,0
2016,2016Q3,5909,15,3,1,2,0
2016,2016Q3,5910,0,4,0,2,0
2016,2016Q3,5914,0,2,0,1,0
2016,2016Q3,5915,0,3,0,1,0
2016,2016Q3,5916,8,2,0,1,0
2016,2016Q3,5917,0,0,0,3,0
2016,2016Q3,5919,1,1,0,1,0
2016,2016Q3,5924,0,2,0,4,0
2016,2016Q3,5926,4,2,0,3,0
2016,2016Q3,5931,0,3,0,3,0
2016,2016Q3,5933,0,3,0,3,0
2016,2016Q3,5936,0,4,0,2,0
2016,2016Q3,5937,0,3,0,3,0
2016,2016Q3,5939,0,6,0,2,0
2016,2016Q3,5949,0,1,0,3,0
2016,2016Q3,5950,0,1,0,4,0
2016,2016Q3,5951,0,8,0,2,0
2016,2016Q3,5953,0,1,0,1,0
2016,2016Q3,5954,0,2,0,3,0
2016,2016Q3,5955,1,6,0,2,0
2016,2016Q3,5957,1,0,0,5,0
2016,2016Q3,5960,12,4,0,2,0
2016,2016Q3,5962,3,3,0,2,0
2016,2016Q3,5965,4,2,0,2,0
2016,2016Q3,5968,0,0,0,0,0
2016,2016Q3,5973,0,2,2,3,0
2016,2016Q3,5978,1,2,0,2,0
2016,2016Q3,5980,0,1,0,3,0
2016,2016Q3,5981,15,1,0,2,0
2016,2016Q3,5986,0,0,0,3,0
2016,2016Q3,5987,1,2,0,3,0
2016,2016Q3,5988,0,1,0,1,0
2016,2016Q3,5991,1,1,0,5,0
2016,2016Q3,5992,2,0,0,1,0
2016,2016Q3,5997,1,7,0,0,0
2016,2016Q3,6000,0,0,0,2,0
2016,2016Q3,6002,5,4,0,2,0
2016,2016Q3,6006,3,0,0,2,0
2016,2016Q3,6007,0,1,0,1,0
2016,2016Q3,6008,0,2,0,2,0
2016,2016Q3,6009,0,1,0,2,0
2016,2016Q3,6012,0,3,2,2,0
2016,2016Q3,6017,0,1,0,4,0
2016,2016Q3,6021,0,0,4,1,0
2016,2016Q3,6022,0,2,0,1,0
2016,2016Q3,6023,2,1,0,0,0
2016,2016Q3,6024,0,1,0,2,0
2016,2016Q3,6026,0,5,1,0,0
2016,2016Q3,6028,3,1,0,7,0
2016,2016Q3,6029,3,1,0,2,0
2016,2016Q3,6032,0,1,0,1,0
2016,2016Q3,6035,1,1,0,2,0
2016,2016Q3,6036,0,2,0,4,0
2016,2016Q3,6037,0,0,0,2,0
2016,2016Q3,6040,0,1,1,1,0
2016,2016Q3,6043,0,1,0,2,0
2016,2016Q3,6045,1,1,0,4,0
2016,2016Q3,6046,1,1,0,3,0
2016,2016Q3,6048,0,1,0,1,0
2016,2016Q3,6054,0,1,0,4,0
2016,2016Q3,6056,0,3,0,3,0
2016,2016Q3,6058,0,1,0,4,0
2016,2016Q3,6061,0,1,0,4,0
2016,2016Q3,6062,0,2,0,2,0
2016,2016Q3,6063,3,0,0,5,0
2016,2016Q3,6067,0,0,0,5,0
2016,2016Q3,6070,0,0,0,2,0
2016,2016Q3,6075,0,2,0,1,0
2016,2016Q3,6076,2,1,13,1,0
2016,2016Q3,6077,0,1,1,1,0
2016,2016Q3,6078,0,2,0,2,0
2016,2016Q3,6079,0,0,0,3,0
2016,2016Q3,6080,9,2,0,0,0
2016,2016Q3,6081,1,8,0,2,0
2016,2016Q3,6082,0,1,0,2,0
2016,2016Q3,6086,0,3,0,4,0
2016,2016Q3,6088,0,2,0,1,0
2016,2016Q3,6089,0,2,1,2,0
2016,2016Q3,6091,0,1,1,3,0
2016,2016Q3,6096,0,1,0,1,0
2016,2016Q3,6097,0,2,1,4,0
2016,2016Q3,6100,0,5,0,1,0
2016,2016Q3,6101,0,5,0,2,0
2016,2016Q3,6104,1,1,0,0,0
2016,2016Q3,6106,0,1,0,3,0
2016,2016Q3,6108,0,0,0,2,0
2016,2016Q3,6109,0,1,0,2,0
2016,2016Q3,6110,0,1,0,3,0
2016,2016Q3,6111,0,0,0,1,0
2016,2016Q3,6112,0,1,0,3,0
2016,2016Q3,6114,0,2,0,3,0
2016,2016Q3,6119,0,1,0,0,0
2016,2016Q3,6120,0,0,0,3,0
2016,2016Q3,6125,1,6,0,6,0
2016,2016Q3,6126,2,0,0,2,0
2016,2016Q3,6128,0,1,0,1,0
2016,2016Q3,6131,0,0,0,12,0
2016,2016Q3,6132,0,1,0,3,0
2016,2016Q3,6133,0,1,0,1,0
2016,2016Q3,6135,0,1,0,4,0
2016,2016Q3,6136,4,2,0,4,0
2016,2016Q3,6137,0,3,0,2,0
2016,2016Q3,6142,0,0,0,1,0
2016,2016Q3,6143,0,0,0,4,0
2016,2016Q3,6144,0,1,0,4,0
2016,2016Q3,6145,2,1,0,0,0
2016,2016Q3,6146,0,3,0,4,0
2016,2016Q3,6147,0,3,0,4,0
2016,2016Q3,6151,0,1,0,1,0
2016,2016Q3,6153,0,2,0,3,0
2016,2016Q3,6154,0,0,0,4,0
2016,2016Q3,6156,2,4,0,4,0
2016,2016Q3,6157,0,0,0,0,0
2016,2016Q3,6159,0,0,0,1,0
2016,2016Q3,6161,0,1,0,5,0
2016,2016Q3,6163,0,0,1,4,0
2016,2016Q3,6167,0,0,0,0,0
2016,2016Q3,6168,0,0,0,5,0
2016,2016Q3,6172,0,0,0,2,0
2016,2016Q3,6175,0,0,0,2,0
2016,2016Q3,6176,0,0,0,1,0
2016,2016Q3,6187,0,2,0,3,0
2016,2016Q3,6189,0,4,0,3,0
2016,2016Q3,6193,0,3,1,1,0
2016,2016Q3,6195,0,1,0,1,0
2016,2016Q3,6197,4,3,0,0,0
2016,2016Q3,6199,0,8,0,3,0
2016,2016Q3,6204,1,0,0,2,0
2016,2016Q3,6205,0,1,0,2,0
2016,2016Q3,6206,2,1,0,2,0
2016,2016Q3,6207,4,0,0,1,0
2016,2016Q3,6209,1,1,0,1,0
2016,2016Q3,6210,0,0,0,1,0
2016,2016Q3,6213,0,3,0,3,0
2016,2016Q3,6220,1,2,0,2,0
2016,2016Q3,6224,0,5,0,4,0
2016,2016Q3,6225,1,3,0,3,0
2016,2016Q3,6226,0,0,1,3,0
2016,2016Q3,6228,0,4,0,2,0
2016,2016Q3,6235,1,2,0,4,0
2016,2016Q3,6241,0,1,0,3,0
2016,2016Q3,6242,2,1,0,1,0
2016,2016Q3,6243,1,2,0,3,0
2016,2016Q3,6244,0,0,0,4,0
2016,2016Q3,6246,0,3,1,4,0
2016,2016Q3,6247,1,3,0,2,0
2016,2016Q3,6249,4,0,0,0,4
2016,2016Q3,6250,0,1,0,6,0
2016,2016Q3,6253,0,3,0,2,0
2016,2016Q3,6255,0,1,0,0,0
2016,2016Q3,6259,0,3,0,1,0
2016,2016Q3,6260,0,3,0,2,0
2016,2016Q3,6261,0,6,2,3,0
2016,2016Q3,6262,1,3,0,5,0
2016,2016Q3,6263,0,1,0,2,0
2016,2016Q3,6264,0,0,1,5,0
2016,2016Q3,6265,0,2,0,3,0
2016,2016Q3,6270,1,2,0,1,0
2016,2016Q3,6273,0,2,0,4,0
2016,2016Q3,6274,0,0,0,0,0
2016,2016Q3,6276,0,4,1,0,0
2016,2016Q3,6281,0,1,0,3,0
2016,2016Q3,6284,0,1,0,2,0
2016,2016Q3,6285,0,2,0,4,0
2016,2016Q3,6287,0,1,0,1,0
2016,2016Q3,6288,1,2,2,2,3
2016,2016Q3,6289,1,0,0,4,0
2016,2016Q3,6290,0,1,0,2,0
2016,2016Q3,6292,0,6,1,1,0
2016,2016Q3,6293,0,3,0,3,0
2016,2016Q3,6295,0,0,0,3,0
2016,2016Q3,6297,0,1,0,3,0
2016,2016Q3,6304,0,0,0,2,0
2016,2016Q3,6305,2,2,0,2,0
2016,2016Q3,6308,0,2,0,3,0
2016,2016Q3,6314,0,1,0,1,0
2016,2016Q3,6315,0,0,0,2,0
2016,2016Q3,6317,0,0,0,2,0
2016,2016Q3,6318,0,1,0,4,0
2016,2016Q3,6319,0,1,1,2,0
2016,2016Q3,6321,3,4,0,1,0
2016,2016Q3,6323,9,1,0,3,0
2016,2016Q3,6324,0,1,1,2,0
2016,2016Q3,6330,0,0,0,2,0
2016,2016Q3,6332,0,3,0,2,0
2016,2016Q3,6334,0,2,0,2,0
2016,2016Q3,6339,3,0,0,7,0
2016,2016Q3,6340,1,0,0,2,0
2016,2016Q3,6343,0,1,0,2,0
2016,2016Q3,6345,2,2,0,1,0
2016,2016Q3,6346,0,1,3,7,0
2016,2016Q3,6349,0,2,0,3,0
2016,2016Q3,6351,0,1,0,3,0
2016,2016Q3,6352,0,0,0,1,0
2016,2016Q3,6357,0,8,0,3,0
2016,2016Q3,6358,0,2,0,2,0
2016,2016Q3,6359,0,1,0,2,0
2016,2016Q3,6360,0,2,0,3,0
2016,2016Q3,6361,1,1,0,3,0
2016,2016Q3,6365,4,1,0,3,0
2016,2016Q3,6366,0,2,0,1,0
2016,2016Q3,6367,0,1,0,3,0
2016,2016Q3,6368,9,1,0,1,0
2016,2016Q3,6369,0,0,0,2,0
2016,2016Q3,6374,0,2,0,1,0
2016,2016Q3,6380,7,2,0,2,0
2016,2016Q3,6382,2,3,0,2,0
2016,2016Q3,6384,0,1,0,3,0
2016,2016Q3,6385,0,1,0,2,0
2016,2016Q3,6386,0,5,0,2,0
2016,2016Q3,6387,0,4,0,2,0
2016,2016Q3,6391,0,2,0,3,0
2016,2016Q3,6393,0,2,0,2,0
2016,2016Q3,6399,2,0,0,4,0
2016,2016Q3,6404,0,4,0,2,0
2016,2016Q3,6406,0,2,0,1,0
2016,2016Q3,6407,5,1,0,3,0
2016,2016Q3,6409,0,1,0,2,0
2016,2016Q3,6411,0,0,0,1,0
2016,2016Q3,6414,0,3,0,4,0
2016,2016Q3,6415,0,2,2,2,0
2016,2016Q3,6417,0,1,0,0,0
2016,2016Q3,6419,0,2,1,2,0
2016,2016Q3,6420,0,1,0,2,0
2016,2016Q3,6423,0,1,0,3,0
2016,2016Q3,6424,1,3,0,4,0
2016,2016Q3,6426,0,0,0,2,0
2016,2016Q3,6427,2,1,0,2,0
2016,2016Q3,6428,0,1,2,1,0
2016,2016Q3,6430,0,1,0,2,0
2016,2016Q3,6435,0,1,0,3,0
2016,2016Q3,6436,0,1,0,2,0
2016,2016Q3,6437,0,2,0,1,0
2016,2016Q3,6438,0,2,0,2,0
2016,2016Q3,6439,1,2,0,3,0
2016,2016Q3,6441,0,0,0,2,0
2016,2016Q3,6442,0,5,0,3,0
2016,2016Q3,6448,3,1,0,10,1
2016,2016Q3,6453,2,1,0,0,0
2016,2016Q3,6455,1,2,0,1,0
2016,2016Q3,6457,0,0,0,1,0
2016,2016Q3,6460,7,2,0,2,0
2016,2016Q3,6463,1,5,0,3,0
2016,2016Q3,6465,1,4,0,3,0
2016,2016Q3,6468,3,4,0,0,0
2016,2016Q3,6472,0,4,0,3,0
2016,2016Q3,6473,0,1,0,4,0
2016,2016Q3,6478,0,2,0,3,0
2016,2016Q3,6479,0,0,0,0,14
2016,2016Q3,6480,0,1,0,1,0
2016,2016Q3,6481,2,1,0,3,0
2016,2016Q3,6482,0,4,0,6,0
2016,2016Q3,6486,0,0,0,2,0
2016,2016Q3,6487,0,0,0,2,0
2016,2016Q3,6490,0,0,1,2,0
2016,2016Q3,6496,0,0,1,0,0
2016,2016Q3,6498,0,4,0,4,0
2016,2016Q3,6505,0,0,0,3,0
2016,2016Q3,6509,0,7,0,4,0
2016,2016Q3,6513,0,2,0,2,0
2016,2016Q3,6514,0,0,0,2,0
2016,2016Q3,6515,0,1,0,4,0
2016,2016Q3,6519,0,3,0,2,0
2016,2016Q3,6521,0,1,0,2,0
2016,2016Q3,6522,0,2,0,3,0
2016,2016Q3,6526,0,0,0,4,0
2016,2016Q3,6530,0,2,0,3,0
2016,2016Q3,6531,0,1,0,4,0
2016,2016Q3,6533,0,1,0,3,0
2016,2016Q3,6534,0,1,0,3,0
2016,2016Q3,6535,1,5,1,4,0
2016,2016Q3,6536,0,1,0,4,0
2016,2016Q3,6538,3,1,0,4,0
2016,2016Q3,6540,0,3,2,3,0
2016,2016Q3,6543,0,1,0,2,0
2016,2016Q3,6550,0,8,0,1,0
2016,2016Q3,6551,0,2,0,1,0
2016,2016Q3,6554,3,0,0,1,0
2016,2016Q3,6562,0,1,1,4,0
2016,2016Q3,6563,0,2,0,3,0
2016,2016Q3,6566,0,2,2,4,0
2016,2016Q3,6568,0,0,0,3,0
2016,2016Q3,6570,0,0,0,3,0
2016,2016Q3,6572,0,1,0,4,0
2016,2016Q3,6574,0,1,0,2,0
2016,2016Q3,6580,1,0,0,1,0
2016,2016Q3,6583,0,1,0,2,0
2016,2016Q3,6587,0,1,0,2,0
2016,2016Q3,6588,0,2,0,2,0
2016,2016Q3,6589,0,3,0,2,0
2016,2016Q3,6595,2,1,0,1,0
2016,2016Q3,6597,0,2,0,2,0
2016,2016Q3,6599,0,1,0,2,0
2016,2016Q3,6600,0,1,0,3,0
2016,2016Q3,6603,0,4,0,3,0
2016,2016Q3,6607,2,1,0,2,0
2016,2016Q3,6612,0,2,2,2,0
2016,2016Q3,6613,0,1,0,4,0
2016,2016Q3,6614,0,1,1,0,0
2016,2016Q3,6616,0,2,0,5,0
2016,2016Q3,6617,0,1,0,3,0
2016,2016Q3,6618,0,1,0,3,0
2016,2016Q3,6620,0,2,0,2,0
2016,2016Q3,6623,0,1,0,5,0
2016,2016Q3,6625,2,4,0,1,0
2016,2016Q3,6628,0,2,0,2,0
2016,2016Q3,6631,1,1,0,3,0
2016,2016Q3,6633,0,2,0,6,0
2016,2016Q3,6636,0,1,0,1,0
2016,2016Q3,6637,2,2,0,4,0
2016,2016Q3,6638,0,1,2,1,0
2016,2016Q3,6640,0,0,0,3,0
2016,2016Q3,6647,0,1,0,4,0
2016,2016Q3,6648,0,1,0,2,0
2016,2016Q3,6649,2,4,1,4,0
2016,2016Q3,6650,0,0,0,2,0
2016,2016Q3,6652,2,5,0,1,0
2016,2016Q3,6656,0,1,0,1,0
2016,2016Q3,6659,9,0,0,3,0
2016,2016Q3,6662,1,2,0,3,0
2016,2016Q3,6663,0,1,0,4,0
2016,2016Q3,6664,0,2,2,2,0
2016,2016Q3,6667,0,1,0,2,0
2016,2016Q3,6668,0,1,0,4,0
2016,2016Q3,6672,13,4,0,2,0
2016,2016Q3,6675,0,2,0,2,0
2016,2016Q3,6676,0,0,0,3,0
2016,2016Q3,6677,1,0,0,0,0
2016,2016Q3,6679,0,1,0,5,0
2016,2016Q3,6681,0,1,0,4,0
2016,2016Q3,6682,1,3,0,2,0
2016,2016Q3,6685,0,4,0,3,0
2016,2016Q3,6686,0,1,0,3,0
2016,2016Q3,6688,0,2,0,3,0
2016,2016Q3,6689,1,1,0,1,0
2016,2016Q3,6694,1,2,0,3,0
2016,2016Q3,6695,0,1,1,2,0
2016,2016Q3,6697,0,1,0,5,0
